ID_VENDA	Data_venda	ID_cliente	ID_PRODUTO	ID_VENDEDOR	Quantidade	Valor Unitário	Valor Total
342	04/02/2026	AGOME1	DN17	RYUK	4	R$ 256,00	R$ 1.024,00
343	02/09/2026	ARMTTN	DN10	ANNA	7	R$ 12,00	R$ 84,00
344	28/01/2026	KIRA03	DN32	USAGI	1	R$ 22,00	R$ 22,00
345	12/12/2026	MNCT02	DN12	NARAKI	6	R$ 129,00	R$ 774,00
346	26/10/2026	NAOMIS	DN18	NARAKI	1	R$ 13,00	R$ 13,00
347	23/05/2026	ARMTTN	DN29	SOUN	7	R$ 224,00	R$ 1.568,00
348	13/08/2026	DIO069	DN05	RYUK	5	R$ 11,00	R$ 55,00
349	29/09/2026	ARMTTN	DN10	SOUN	10	R$ 12,00	R$ 120,00
350	20/02/2026	NAOMIS	DN22	RYUK	3	R$ 26,00	R$ 78,00
351	29/01/2026	EREH69	DN31	USAGI	7	R$ 444,00	R$ 3.108,00
352	12/12/2026	AGOME1	DN14	NARAKI	3	R$ 64,00	R$ 192,00
353	18/09/2026	AGOME1	DN10	USAGI	10	R$ 12,00	R$ 120,00
354	25/07/2026	AGOME1	DN15	SOUN	4	R$ 754,00	R$ 3.016,00
355	08/07/2026	KIRA02	DN01	SOUN	10	R$ 200,00	R$ 2.000,00
356	28/11/2026	AGOME1	DN17	RYUK	2	R$ 256,00	R$ 512,00
357	05/07/2026	SAKURA	DN06	ANNA	3	R$ 62,00	R$ 186,00
358	09/03/2026	KIRA03	DN18	SOUN	3	R$ 13,00	R$ 39,00
359	16/06/2026	AOTMOD	DN16	NABIKI	4	R$ 24,00	R$ 96,00
360	26/05/2026	SAKURA	DN21	ANNA	1	R$ 70,00	R$ 70,00
361	02/02/2026	SAKURA	DN01	NARAKI	9	R$ 200,00	R$ 1.800,00
362	24/06/2026	EREH69	DN26	NARAKI	8	R$ 122,00	R$ 976,00
363	18/01/2026	DBZ241	DN01	ANNA	1	R$ 200,00	R$ 200,00
364	09/02/2026	DS-FESD	DN35	SOUN	2	R$ 245,00	R$ 490,00
365	23/10/2026	DS-FESD	DN11	USAGI	3	R$ 178,00	R$ 534,00
366	03/08/2026	KIRA03	DN09	ANNA	2	R$ 2,00	R$ 4,00
367	05/09/2026	NAOMIS	DN14	ANNA	2	R$ 64,00	R$ 128,00
368	10/04/2026	AGOME1	DN24	ANNA	7	R$ 136,00	R$ 952,00
369	29/11/2026	KIRA04	DN07	USAGI	7	R$ 23,00	R$ 161,00
370	05/03/2026	NAOMIS	DN29	NABIKI	7	R$ 224,00	R$ 1.568,00
371	10/12/2026	DS-SRA	DN18	RYUK	4	R$ 13,00	R$ 52,00
372	16/02/2026	UKYOKU	DN03	NABIKI	7	R$ 28,00	R$ 196,00
373	10/05/2026	KIRA02	DN17	NARAKI	4	R$ 256,00	R$ 1.024,00
374	23/09/2026	EREH69	DN20	NARAKI	9	R$ 86,00	R$ 774,00
375	14/06/2026	SANGOU	DN05	USAGI	8	R$ 11,00	R$ 88,00
376	10/12/2026	KIRA03	DN05	USAGI	7	R$ 11,00	R$ 77,00
377	28/04/2026	EREH69	DN32	NARAKI	6	R$ 22,00	R$ 132,00
378	06/12/2026	EREH69	DN15	ANNA	3	R$ 754,00	R$ 2.262,00
379	15/07/2026	DS-SC	DN12	NARAKI	6	R$ 129,00	R$ 774,00
380	08/01/2026	DS-MB	DN16	NARAKI	10	R$ 24,00	R$ 240,00
381	30/07/2026	EREH69	DN31	NARAKI	3	R$ 444,00	R$ 1.332,00
382	27/03/2026	DS-SC	DN15	NABIKI	2	R$ 754,00	R$ 1.508,00
383	15/12/2026	KIRA02	DN26	NABIKI	6	R$ 122,00	R$ 732,00
384	23/04/2026	KIRA03	DN23	NARAKI	5	R$ 145,00	R$ 725,00
385	16/02/2026	KIRA02	DN11	NABIKI	2	R$ 178,00	R$ 356,00
386	13/06/2026	EREH69	DN26	ANNA	3	R$ 122,00	R$ 366,00
387	02/02/2026	KIRA04	DN02	RYUK	10	R$ 29,00	R$ 290,00
388	18/11/2026	EREH69	DN23	NARAKI	3	R$ 145,00	R$ 435,00
389	26/06/2026	DS-FESD	DN29	RYUK	7	R$ 224,00	R$ 1.568,00
390	03/08/2026	UKYOKU	DN12	USAGI	1	R$ 129,00	R$ 129,00
391	19/02/2026	KIRA03	DN24	ANNA	2	R$ 136,00	R$ 272,00
392	18/08/2026	WLLTTN	DN14	RYUK	4	R$ 64,00	R$ 256,00
393	18/08/2026	SPDSTB	DN26	NABIKI	1	R$ 122,00	R$ 122,00
394	10/12/2026	TNSHHN	DN18	NABIKI	9	R$ 13,00	R$ 117,00
395	18/11/2026	DIO069	DN32	NARAKI	10	R$ 22,00	R$ 220,00
396	07/05/2026	DBZ241	DN26	USAGI	10	R$ 122,00	R$ 1.220,00
397	22/09/2026	DS-SC	DN27	NABIKI	2	R$ 556,00	R$ 1.112,00
398	11/08/2026	DBZ241	DN21	NABIKI	3	R$ 70,00	R$ 210,00
399	16/12/2026	KIRA04	DN35	USAGI	2	R$ 245,00	R$ 490,00
400	16/02/2026	UKYOKU	DN12	NARAKI	5	R$ 129,00	R$ 645,00
401	04/07/2026	ARMTTN	DN01	RYUK	9	R$ 200,00	R$ 1.800,00
402	02/02/2026	DS-SRA	DN26	USAGI	10	R$ 122,00	R$ 1.220,00
403	27/02/2026	DS-SRA	DN03	NARAKI	1	R$ 28,00	R$ 28,00
404	03/09/2026	TNSHHN	DN18	RYUK	1	R$ 13,00	R$ 13,00
405	24/01/2026	SAKURA	DN08	SOUN	9	R$ 83,00	R$ 747,00
406	02/08/2026	SANGOU	DN30	RYUK	7	R$ 122,00	R$ 854,00
407	03/11/2026	KIRA04	DN11	SOUN	4	R$ 178,00	R$ 712,00
408	24/06/2026	DBZ241	DN22	NARAKI	6	R$ 26,00	R$ 156,00
409	04/06/2026	DS-MB	DN05	NARAKI	3	R$ 11,00	R$ 33,00
410	06/04/2026	EREH69	DN02	NARAKI	9	R$ 29,00	R$ 261,00
411	12/03/2026	UKYOKU	DN17	ANNA	9	R$ 256,00	R$ 2.304,00
412	02/04/2026	MNCT02	DN31	RYUK	8	R$ 444,00	R$ 3.552,00
413	28/06/2026	SPDSTB	DN16	SOUN	2	R$ 24,00	R$ 48,00
414	25/11/2026	DS-MB	DN07	SOUN	9	R$ 23,00	R$ 207,00
415	06/01/2026	SANGOU	DN10	ANNA	2	R$ 12,00	R$ 24,00
416	16/10/2026	DBZ241	DN22	USAGI	1	R$ 26,00	R$ 26,00
417	06/06/2026	DIO069	DN12	USAGI	10	R$ 129,00	R$ 1.290,00
418	18/01/2026	DBZ241	DN35	NARAKI	3	R$ 245,00	R$ 735,00
419	21/03/2026	AGOME1	DN15	NARAKI	7	R$ 754,00	R$ 5.278,00
420	05/01/2026	NAOMIS	DN06	NARAKI	6	R$ 62,00	R$ 372,00
421	09/08/2026	SPDSTB	DN35	SOUN	3	R$ 245,00	R$ 735,00
422	17/08/2026	EREH69	DN27	USAGI	7	R$ 556,00	R$ 3.892,00
423	19/01/2026	SAKURA	DN21	USAGI	9	R$ 70,00	R$ 630,00
424	25/11/2026	DBZ241	DN14	NARAKI	2	R$ 64,00	R$ 128,00
425	21/12/2026	AOTMOD	DN14	NARAKI	9	R$ 64,00	R$ 576,00
426	26/04/2026	DS-MB	DN32	RYUK	6	R$ 22,00	R$ 132,00
427	08/04/2026	DS-FESD	DN21	RYUK	10	R$ 70,00	R$ 700,00
428	26/07/2026	KIRA03	DN04	NARAKI	2	R$ 28,00	R$ 56,00
429	16/09/2026	KIRA04	DN07	USAGI	6	R$ 23,00	R$ 138,00
430	26/10/2026	DIO069	DN33	USAGI	4	R$ 234,00	R$ 936,00
431	29/03/2026	XXLTTN	DN23	NARAKI	5	R$ 145,00	R$ 725,00
432	26/06/2026	DS-MB	DN24	USAGI	10	R$ 136,00	R$ 1.360,00
433	27/03/2026	UKYOKU	DN14	NARAKI	1	R$ 64,00	R$ 64,00
434	01/01/2027	SAKURA	DN11	NARAKI	2	R$ 178,00	R$ 356,00
435	15/08/2026	DIO069	DN14	SOUN	9	R$ 64,00	R$ 576,00
436	15/02/2026	MNCT02	DN26	SOUN	1	R$ 122,00	R$ 122,00
437	04/02/2026	DS-SC	DN28	USAGI	3	R$ 223,00	R$ 669,00
438	07/12/2026	DS-SRA	DN35	ANNA	5	R$ 245,00	R$ 1.225,00
439	28/07/2026	XXLTTN	DN21	NARAKI	7	R$ 70,00	R$ 490,00
440	15/07/2026	DS-SRA	DN23	RYUK	5	R$ 145,00	R$ 725,00
441	29/04/2026	IBRAKI	DN24	NARAKI	5	R$ 136,00	R$ 680,00
442	09/04/2026	KIRA04	DN27	NABIKI	6	R$ 556,00	R$ 3.336,00
443	25/07/2026	DS-SRA	DN01	NARAKI	10	R$ 200,00	R$ 2.000,00
444	08/08/2026	XXLTTN	DN20	SOUN	9	R$ 86,00	R$ 774,00
445	21/04/2026	SANGOU	DN09	NABIKI	6	R$ 2,00	R$ 12,00
446	13/08/2026	DIO069	DN05	NABIKI	1	R$ 11,00	R$ 11,00
447	07/11/2026	KIRA03	DN02	RYUK	8	R$ 29,00	R$ 232,00
448	04/12/2026	DS-SC	DN10	NARAKI	7	R$ 12,00	R$ 84,00
449	14/07/2026	ARMTTN	DN25	NARAKI	3	R$ 933,00	R$ 2.799,00
450	01/07/2026	DS-MB	DN16	USAGI	2	R$ 24,00	R$ 48,00
451	03/09/2026	KIRA03	DN21	ANNA	4	R$ 70,00	R$ 280,00
452	23/12/2026	KIRA04	DN22	SOUN	9	R$ 26,00	R$ 234,00
453	04/08/2026	DIO069	DN11	RYUK	10	R$ 178,00	R$ 1.780,00
454	11/01/2026	DS-MB	DN01	RYUK	10	R$ 200,00	R$ 2.000,00
455	26/08/2026	DS-SC	DN10	NARAKI	1	R$ 12,00	R$ 12,00
456	03/08/2026	DS-SC	DN17	USAGI	6	R$ 256,00	R$ 1.536,00
457	19/09/2026	DS-MB	DN18	USAGI	5	R$ 13,00	R$ 65,00
458	31/10/2026	TNSHHN	DN31	RYUK	4	R$ 444,00	R$ 1.776,00
459	02/08/2026	DBZ241	DN10	NABIKI	6	R$ 12,00	R$ 72,00
460	05/04/2026	KIRA03	DN22	USAGI	5	R$ 26,00	R$ 130,00
461	10/11/2026	DS-FESD	DN03	RYUK	6	R$ 28,00	R$ 168,00
462	20/09/2026	IBRAKI	DN33	RYUK	4	R$ 234,00	R$ 936,00
463	29/08/2026	SPDSTB	DN21	RYUK	1	R$ 70,00	R$ 70,00
464	05/05/2026	DBZ241	DN08	ANNA	8	R$ 83,00	R$ 664,00
465	29/08/2026	SANGOU	DN21	SOUN	2	R$ 70,00	R$ 140,00
466	14/07/2026	NAOMIS	DN29	ANNA	1	R$ 224,00	R$ 224,00
467	22/10/2026	DS-MB	DN17	USAGI	7	R$ 256,00	R$ 1.792,00
468	06/06/2026	DS-MB	DN02	USAGI	3	R$ 29,00	R$ 87,00
469	18/06/2026	UKYOKU	DN33	ANNA	4	R$ 234,00	R$ 936,00
470	16/09/2026	DS-MB	DN26	SOUN	10	R$ 122,00	R$ 1.220,00
471	09/05/2026	XXLTTN	DN16	NABIKI	9	R$ 24,00	R$ 216,00
472	24/10/2026	DBZ241	DN14	NARAKI	8	R$ 64,00	R$ 512,00
473	29/12/2026	MNCT02	DN17	NARAKI	2	R$ 256,00	R$ 512,00
474	15/08/2026	UKYOKU	DN08	NARAKI	10	R$ 83,00	R$ 830,00
475	05/04/2026	DS-SC	DN21	RYUK	1	R$ 70,00	R$ 70,00
476	30/01/2026	IBRAKI	DN21	SOUN	10	R$ 70,00	R$ 700,00
477	13/11/2026	SAKURA	DN33	ANNA	6	R$ 234,00	R$ 1.404,00
478	12/09/2026	DS-MB	DN26	NARAKI	10	R$ 122,00	R$ 1.220,00
479	28/07/2026	AOTMOD	DN09	USAGI	7	R$ 2,00	R$ 14,00
480	22/04/2026	DS-SC	DN08	SOUN	3	R$ 83,00	R$ 249,00
481	26/01/2026	XXLTTN	DN08	SOUN	10	R$ 83,00	R$ 830,00
482	28/02/2026	UKYOKU	DN04	RYUK	10	R$ 28,00	R$ 280,00
483	03/10/2026	UKYOKU	DN31	RYUK	5	R$ 444,00	R$ 2.220,00
484	19/03/2026	DIO069	DN33	NARAKI	6	R$ 234,00	R$ 1.404,00
485	10/11/2026	DIO069	DN06	ANNA	5	R$ 62,00	R$ 310,00
486	07/01/2026	SANGOU	DN01	USAGI	7	R$ 200,00	R$ 1.400,00
487	18/05/2026	ARMTTN	DN22	NARAKI	7	R$ 26,00	R$ 182,00
488	28/12/2026	KIRA04	DN27	RYUK	2	R$ 556,00	R$ 1.112,00
489	25/01/2026	IBRAKI	DN04	NABIKI	4	R$ 28,00	R$ 112,00
490	26/08/2026	ARMTTN	DN01	USAGI	7	R$ 200,00	R$ 1.400,00
491	20/07/2026	DBZ241	DN01	ANNA	2	R$ 200,00	R$ 400,00
492	25/06/2026	ARMTTN	DN05	ANNA	10	R$ 11,00	R$ 110,00
493	22/02/2026	IBRAKI	DN31	NABIKI	9	R$ 444,00	R$ 3.996,00
494	17/06/2026	UKYOKU	DN14	SOUN	10	R$ 64,00	R$ 640,00
495	11/11/2026	KIRA02	DN16	ANNA	10	R$ 24,00	R$ 240,00
496	28/12/2026	SPDSTB	DN16	ANNA	8	R$ 24,00	R$ 192,00
497	20/10/2026	DIO069	DN28	NARAKI	10	R$ 223,00	R$ 2.230,00
498	17/10/2026	UKYOKU	DN30	USAGI	9	R$ 122,00	R$ 1.098,00
499	04/07/2026	KIRA03	DN28	NARAKI	10	R$ 223,00	R$ 2.230,00
500	20/02/2026	NAOMIS	DN10	NABIKI	8	R$ 12,00	R$ 96,00
501	15/03/2026	DS-SRA	DN31	SOUN	5	R$ 444,00	R$ 2.220,00
502	27/10/2026	AOTMOD	DN34	RYUK	6	R$ 863,00	R$ 5.178,00
503	04/09/2026	DBZ241	DN25	SOUN	10	R$ 933,00	R$ 9.330,00
504	27/03/2026	SAKURA	DN35	NABIKI	9	R$ 245,00	R$ 2.205,00
505	24/02/2026	SANGOU	DN05	RYUK	2	R$ 11,00	R$ 22,00
506	16/01/2026	XXLTTN	DN24	ANNA	7	R$ 136,00	R$ 952,00
507	12/12/2026	KIRA02	DN11	RYUK	1	R$ 178,00	R$ 178,00
508	07/04/2026	EREH69	DN28	USAGI	8	R$ 223,00	R$ 1.784,00
509	27/08/2026	ARMTTN	DN05	ANNA	7	R$ 11,00	R$ 77,00
510	14/01/2026	WLLTTN	DN32	NARAKI	3	R$ 22,00	R$ 66,00
511	08/05/2026	TNSHHN	DN02	NABIKI	3	R$ 29,00	R$ 87,00
512	14/05/2026	DBZ241	DN23	USAGI	5	R$ 145,00	R$ 725,00
513	17/08/2026	KIRA03	DN34	SOUN	1	R$ 863,00	R$ 863,00
514	11/07/2026	XXLTTN	DN29	SOUN	5	R$ 224,00	R$ 1.120,00
515	30/11/2026	KIRA03	DN17	NABIKI	5	R$ 256,00	R$ 1.280,00
516	24/09/2026	ARMTTN	DN31	NARAKI	6	R$ 444,00	R$ 2.664,00
517	06/07/2026	SPDSTB	DN19	ANNA	9	R$ 26,00	R$ 234,00
518	15/03/2026	AOTMOD	DN08	NARAKI	10	R$ 83,00	R$ 830,00
519	09/06/2026	IBRAKI	DN30	RYUK	10	R$ 122,00	R$ 1.220,00
520	22/01/2026	AGOME1	DN25	NARAKI	7	R$ 933,00	R$ 6.531,00
521	27/04/2026	WLLTTN	DN09	ANNA	10	R$ 2,00	R$ 20,00
522	09/07/2026	DBZ241	DN34	RYUK	10	R$ 863,00	R$ 8.630,00
523	26/05/2026	AGOME1	DN35	RYUK	4	R$ 245,00	R$ 980,00
524	25/02/2026	KIRA02	DN04	SOUN	9	R$ 28,00	R$ 252,00
525	26/10/2026	WLLTTN	DN03	NABIKI	4	R$ 28,00	R$ 112,00
526	20/07/2026	EREH69	DN11	ANNA	9	R$ 178,00	R$ 1.602,00
527	28/09/2026	DS-FESD	DN27	NABIKI	9	R$ 556,00	R$ 5.004,00
528	02/04/2026	TNSHHN	DN32	SOUN	8	R$ 22,00	R$ 176,00
529	06/01/2026	NAOMIS	DN03	RYUK	6	R$ 28,00	R$ 168,00
530	06/03/2026	DBZ241	DN21	NARAKI	6	R$ 70,00	R$ 420,00
531	20/02/2026	SPDSTB	DN03	NABIKI	6	R$ 28,00	R$ 168,00
532	19/07/2026	NAOMIS	DN02	ANNA	3	R$ 29,00	R$ 87,00
533	30/07/2026	IBRAKI	DN12	NARAKI	10	R$ 129,00	R$ 1.290,00
534	29/06/2026	DS-FESD	DN05	RYUK	3	R$ 11,00	R$ 33,00
535	05/01/2026	NAOMIS	DN34	SOUN	10	R$ 863,00	R$ 8.630,00
536	27/12/2026	SANGOU	DN10	USAGI	10	R$ 12,00	R$ 120,00
537	28/09/2026	DS-FESD	DN02	USAGI	2	R$ 29,00	R$ 58,00
538	30/12/2026	KIRA02	DN23	NARAKI	5	R$ 145,00	R$ 725,00
539	10/08/2026	SAKURA	DN03	SOUN	3	R$ 28,00	R$ 84,00
540	03/03/2026	WLLTTN	DN27	NABIKI	6	R$ 556,00	R$ 3.336,00
541	30/06/2026	EREH69	DN18	NARAKI	4	R$ 13,00	R$ 52,00
542	12/03/2026	KIRA02	DN31	USAGI	7	R$ 444,00	R$ 3.108,00
543	02/02/2026	DS-MB	DN10	RYUK	7	R$ 12,00	R$ 84,00
544	08/08/2026	KIRA02	DN01	SOUN	9	R$ 200,00	R$ 1.800,00
545	03/01/2026	AGOME1	DN34	NABIKI	2	R$ 863,00	R$ 1.726,00
546	23/01/2026	IBRAKI	DN33	SOUN	8	R$ 234,00	R$ 1.872,00
547	10/07/2026	SANGOU	DN10	RYUK	4	R$ 12,00	R$ 48,00
548	19/10/2026	KIRA03	DN11	NABIKI	5	R$ 178,00	R$ 890,00
549	04/02/2026	EREH69	DN06	RYUK	6	R$ 62,00	R$ 372,00
550	27/05/2026	DS-SRA	DN16	USAGI	6	R$ 24,00	R$ 144,00
551	27/01/2026	XXLTTN	DN13	USAGI	5	R$ 834,00	R$ 4.170,00
552	15/05/2026	SANGOU	DN03	SOUN	4	R$ 28,00	R$ 112,00
553	23/02/2026	DS-SRA	DN10	ANNA	9	R$ 12,00	R$ 108,00
554	30/05/2026	XXLTTN	DN30	SOUN	9	R$ 122,00	R$ 1.098,00
555	19/02/2026	UKYOKU	DN14	USAGI	9	R$ 64,00	R$ 576,00
556	10/05/2026	DIO069	DN21	SOUN	1	R$ 70,00	R$ 70,00
557	21/12/2026	DBZ241	DN09	SOUN	6	R$ 2,00	R$ 12,00
558	19/02/2026	UKYOKU	DN22	SOUN	2	R$ 26,00	R$ 52,00
559	13/03/2026	DBZ241	DN34	SOUN	2	R$ 863,00	R$ 1.726,00
560	09/03/2026	MNCT02	DN19	ANNA	10	R$ 26,00	R$ 260,00
561	06/12/2026	KIRA03	DN03	RYUK	5	R$ 28,00	R$ 140,00
562	22/03/2026	KIRA03	DN14	RYUK	9	R$ 64,00	R$ 576,00
563	23/02/2026	AGOME1	DN34	USAGI	2	R$ 863,00	R$ 1.726,00
564	06/06/2026	EREH69	DN20	NARAKI	3	R$ 86,00	R$ 258,00
565	15/12/2026	TNSHHN	DN32	ANNA	3	R$ 22,00	R$ 66,00
566	07/08/2026	KIRA04	DN04	NARAKI	5	R$ 28,00	R$ 140,00
567	08/02/2026	AGOME1	DN09	NARAKI	9	R$ 2,00	R$ 18,00
568	31/05/2026	NAOMIS	DN01	RYUK	7	R$ 200,00	R$ 1.400,00
569	01/12/2026	DBZ241	DN31	USAGI	3	R$ 444,00	R$ 1.332,00
570	09/07/2026	DIO069	DN14	NARAKI	2	R$ 64,00	R$ 128,00
571	15/10/2026	DS-SC	DN18	SOUN	2	R$ 13,00	R$ 26,00
572	10/10/2026	UKYOKU	DN16	NARAKI	3	R$ 24,00	R$ 72,00
573	04/01/2026	SPDSTB	DN17	ANNA	4	R$ 256,00	R$ 1.024,00
574	07/11/2026	NAOMIS	DN19	NARAKI	2	R$ 26,00	R$ 52,00
575	17/04/2026	XXLTTN	DN35	RYUK	8	R$ 245,00	R$ 1.960,00
576	02/04/2026	KIRA04	DN32	ANNA	9	R$ 22,00	R$ 198,00
577	08/05/2026	DS-SRA	DN24	USAGI	8	R$ 136,00	R$ 1.088,00
578	07/05/2026	SANGOU	DN12	ANNA	1	R$ 129,00	R$ 129,00
579	22/05/2026	IBRAKI	DN17	NABIKI	10	R$ 256,00	R$ 2.560,00
580	26/09/2026	DS-SC	DN04	NABIKI	2	R$ 28,00	R$ 56,00
581	28/12/2026	DS-MB	DN15	NARAKI	9	R$ 754,00	R$ 6.786,00
582	02/09/2026	MNCT02	DN31	NARAKI	4	R$ 444,00	R$ 1.776,00
583	19/11/2026	KIRA03	DN25	USAGI	3	R$ 933,00	R$ 2.799,00
584	12/01/2026	DIO069	DN02	NARAKI	7	R$ 29,00	R$ 203,00
585	09/01/2026	KIRA04	DN20	ANNA	9	R$ 86,00	R$ 774,00
586	03/05/2026	DS-SC	DN18	ANNA	10	R$ 13,00	R$ 130,00
587	28/05/2026	MNCT02	DN20	USAGI	1	R$ 86,00	R$ 86,00
588	09/07/2026	KIRA02	DN26	ANNA	5	R$ 122,00	R$ 610,00
589	02/03/2026	MNCT02	DN12	USAGI	5	R$ 129,00	R$ 645,00
590	16/12/2026	ARMTTN	DN32	SOUN	3	R$ 22,00	R$ 66,00
591	05/10/2026	DS-MB	DN12	SOUN	8	R$ 129,00	R$ 1.032,00
592	17/08/2026	DS-SRA	DN34	NARAKI	6	R$ 863,00	R$ 5.178,00
593	22/08/2026	WLLTTN	DN12	RYUK	7	R$ 129,00	R$ 903,00
594	31/07/2026	XXLTTN	DN07	USAGI	5	R$ 23,00	R$ 115,00
595	29/09/2026	DS-SRA	DN14	USAGI	9	R$ 64,00	R$ 576,00
596	02/01/2026	UKYOKU	DN02	USAGI	1	R$ 29,00	R$ 29,00
597	18/01/2026	ARMTTN	DN34	SOUN	6	R$ 863,00	R$ 5.178,00
598	06/07/2026	MNCT02	DN22	USAGI	3	R$ 26,00	R$ 78,00
599	15/10/2026	TNSHHN	DN11	USAGI	8	R$ 178,00	R$ 1.424,00
600	14/12/2026	SANGOU	DN18	USAGI	10	R$ 13,00	R$ 130,00
601	03/10/2026	SANGOU	DN20	ANNA	7	R$ 86,00	R$ 602,00
602	09/12/2026	DBZ241	DN23	USAGI	1	R$ 145,00	R$ 145,00
603	12/06/2026	WLLTTN	DN28	NARAKI	9	R$ 223,00	R$ 2.007,00
604	22/09/2026	DS-SC	DN22	NABIKI	2	R$ 26,00	R$ 52,00
605	12/07/2026	DS-FESD	DN23	NARAKI	7	R$ 145,00	R$ 1.015,00
606	26/07/2026	SANGOU	DN34	USAGI	6	R$ 863,00	R$ 5.178,00
607	07/03/2026	SAKURA	DN12	NARAKI	9	R$ 129,00	R$ 1.161,00
608	07/03/2026	SANGOU	DN34	USAGI	2	R$ 863,00	R$ 1.726,00
609	24/02/2026	SAKURA	DN22	SOUN	2	R$ 26,00	R$ 52,00
610	28/07/2026	AOTMOD	DN01	USAGI	10	R$ 200,00	R$ 2.000,00
611	10/10/2026	SAKURA	DN17	SOUN	10	R$ 256,00	R$ 2.560,00
612	28/05/2026	XXLTTN	DN02	SOUN	9	R$ 29,00	R$ 261,00
613	11/11/2026	IBRAKI	DN26	NARAKI	9	R$ 122,00	R$ 1.098,00
614	04/08/2026	MNCT02	DN22	RYUK	7	R$ 26,00	R$ 182,00
615	04/04/2026	KIRA02	DN07	SOUN	10	R$ 23,00	R$ 230,00
616	04/12/2026	AGOME1	DN24	NARAKI	6	R$ 136,00	R$ 816,00
617	11/12/2026	DS-FESD	DN16	NABIKI	4	R$ 24,00	R$ 96,00
618	02/01/2026	WLLTTN	DN10	NARAKI	5	R$ 12,00	R$ 60,00
619	05/01/2026	KIRA02	DN32	NARAKI	9	R$ 22,00	R$ 198,00
620	27/05/2026	AGOME1	DN14	SOUN	8	R$ 64,00	R$ 512,00
621	09/12/2026	SPDSTB	DN15	NABIKI	7	R$ 754,00	R$ 5.278,00
622	06/07/2026	DS-SC	DN23	ANNA	9	R$ 145,00	R$ 1.305,00
623	29/09/2026	AOTMOD	DN16	NARAKI	5	R$ 24,00	R$ 120,00
624	12/12/2026	DS-FESD	DN13	RYUK	9	R$ 834,00	R$ 7.506,00
625	23/11/2026	DIO069	DN35	ANNA	6	R$ 245,00	R$ 1.470,00
626	07/02/2026	DS-FESD	DN22	NARAKI	6	R$ 26,00	R$ 156,00
627	16/06/2026	KIRA04	DN13	RYUK	10	R$ 834,00	R$ 8.340,00
628	15/07/2026	KIRA04	DN07	NARAKI	6	R$ 23,00	R$ 138,00
629	16/01/2026	SANGOU	DN03	ANNA	4	R$ 28,00	R$ 112,00
630	03/06/2026	UKYOKU	DN02	RYUK	4	R$ 29,00	R$ 116,00
631	15/06/2026	MNCT02	DN11	ANNA	3	R$ 178,00	R$ 534,00
632	12/11/2026	TNSHHN	DN24	NARAKI	5	R$ 136,00	R$ 680,00
633	04/05/2026	SANGOU	DN19	NABIKI	6	R$ 26,00	R$ 156,00
634	03/06/2026	ARMTTN	DN08	RYUK	4	R$ 83,00	R$ 332,00
635	21/05/2026	ARMTTN	DN01	ANNA	4	R$ 200,00	R$ 800,00
636	02/09/2026	SANGOU	DN19	ANNA	2	R$ 26,00	R$ 52,00
637	25/10/2026	DS-SC	DN12	SOUN	7	R$ 129,00	R$ 903,00
638	31/12/2026	DIO069	DN01	SOUN	10	R$ 200,00	R$ 2.000,00
639	26/11/2026	DIO069	DN08	RYUK	2	R$ 83,00	R$ 166,00
640	18/07/2026	AOTMOD	DN24	ANNA	10	R$ 136,00	R$ 1.360,00
641	04/11/2026	NAOMIS	DN05	SOUN	4	R$ 11,00	R$ 44,00
642	19/09/2026	WLLTTN	DN27	NABIKI	7	R$ 556,00	R$ 3.892,00
643	17/06/2026	MNCT02	DN24	RYUK	2	R$ 136,00	R$ 272,00
644	25/12/2026	SANGOU	DN13	NABIKI	3	R$ 834,00	R$ 2.502,00
645	19/01/2026	DS-MB	DN29	RYUK	9	R$ 224,00	R$ 2.016,00
646	18/06/2026	WLLTTN	DN03	USAGI	5	R$ 28,00	R$ 140,00
647	29/09/2026	DS-SRA	DN32	SOUN	2	R$ 22,00	R$ 44,00
648	06/02/2026	DS-FESD	DN26	RYUK	4	R$ 122,00	R$ 488,00
649	13/12/2026	ARMTTN	DN13	RYUK	2	R$ 834,00	R$ 1.668,00
650	27/06/2026	KIRA04	DN11	RYUK	6	R$ 178,00	R$ 1.068,00
651	26/08/2026	KIRA02	DN06	SOUN	8	R$ 62,00	R$ 496,00
652	24/01/2026	KIRA02	DN34	NABIKI	4	R$ 863,00	R$ 3.452,00
653	20/09/2026	MNCT02	DN27	NABIKI	6	R$ 556,00	R$ 3.336,00
654	31/03/2026	IBRAKI	DN30	SOUN	7	R$ 122,00	R$ 854,00
655	22/04/2026	DIO069	DN04	RYUK	8	R$ 28,00	R$ 224,00
656	09/05/2026	DBZ241	DN12	ANNA	9	R$ 129,00	R$ 1.161,00
657	11/07/2026	DS-SRA	DN13	NABIKI	8	R$ 834,00	R$ 6.672,00
658	16/09/2026	XXLTTN	DN22	USAGI	10	R$ 26,00	R$ 260,00
659	23/08/2026	SAKURA	DN01	SOUN	3	R$ 200,00	R$ 600,00
660	22/09/2026	DS-MB	DN09	USAGI	8	R$ 2,00	R$ 16,00
661	02/06/2026	DS-FESD	DN14	SOUN	8	R$ 64,00	R$ 512,00
662	23/06/2026	DBZ241	DN13	USAGI	6	R$ 834,00	R$ 5.004,00
